president,subgroup,modeldate,startdate,enddate,pollster,grade,samplesize,population,weight,influence,approve,disapprove,adjusted_approve,adjusted_disapprove,multiversions,tracking,url,poll_id,question_id,createddate,timestamp
Donald Trump,All polls,1/5/2018,6/9/2017,6/12/2017,Zogby Interactive/JZ Analytics,C-,1031,lv,.9010068,0,41,55,39.30545,56.21958,"","",https://www.zogbyanalytics.com/news/776-the-zogby-poll-trump-supporters-dump-trump,49863,78352,6/16/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,6/10/2017,6/12/2017,Gallup,B-,1500,a,.1366997,0,36,60,37.22,58.18134,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49844,78317,6/13/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,6/10/2017,6/14/2017,Ipsos,A-,1574,a,.208599,0,40.2,56.4,40.35164,55.42082,"",T,http://polling.reuters.com/#poll/CP3_2/,49860,78349,6/16/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,6/11/2017,6/13/2017,YouGov,B,1500,a,.8797839,0,39,52,39.65189,54.51404,"","",http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/hgxekha279/econToplines.pdf,49850,78332,6/14/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,6/11/2017,6/13/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.0790851,0,45,55,40.30529,54.89227,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49849,78330,6/14/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,6/9/2017,6/15/2017,SurveyMonkey,C-,17092,a,.5838775,0,43,55,41.15891,53.45781,"","",https://drive.google.com/file/d/0BztOs71zt1WpYUd6eDV6SGs1Z28/view,49864,78353,6/16/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,6/11/2017,6/13/2017,Gallup,B-,1500,a,.1367543,0,36,59,37.22,57.18134,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49851,78334,6/14/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,6/11/2017,6/15/2017,Ipsos,A-,1613,a,.2154403,0,38.8,57.3,38.95164,56.32082,"",T,http://polling.reuters.com/#poll/CP3_2/,49859,78348,6/16/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,6/12/2017,6/14/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.1615756,0,47,53,42.30529,52.89227,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49852,78335,6/15/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,6/8/2017,6/18/2017,Pew Research Center,B+,2504,a,2.490872,0,39,55,40.4786,52.55404,"","",http://www.people-press.org/2017/06/20/presidential-approval-detailed-tables-june-2017/?utm_source=adaptivemailer&utm_medium=email&utm_campaign=17-06-20%20political%20parties&org=982&lvl=100&ite=1304&lea=280118&ctr=0&par=1&trk=,49871,78361,6/20/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,6/12/2017,6/14/2017,Gallup,B-,1500,a,.136876,0,38,57,39.22,55.18134,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49856,78339,6/15/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,6/13/2017,6/15/2017,Gallup,B-,1500,a,.1370185,0,38,57,39.22,55.18134,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49858,78341,6/16/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,6/12/2017,6/16/2017,Ipsos,A-,1620,a,.217807,0,38.8,57.4,38.95164,56.42082,"",T,http://polling.reuters.com/#poll/CP3_2/,49877,78376,6/21/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,6/13/2017,6/15/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.2491997,0,50,50,45.30529,49.89227,"","",http://www.rasmussenreports.com/public_content/politics/trump_administration/prez_track_jun16,49857,78340,6/16/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,6/14/2017,6/16/2017,Gallup,B-,1500,a,.1371208,0,39,55,40.22,53.18134,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49865,78355,6/17/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,6/13/2017,6/17/2017,Ipsos,A-,1586,a,.2143703,0,35.8,60.4,35.95164,59.42082,"",T,http://polling.reuters.com/#poll/CP3_2/,49876,78375,6/21/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,6/14/2017,6/18/2017,Garin-Hart-Yang / Global Strategy Group,"",1000,rv,1.21633,0,42,54,41.7551,55.1376,"","",https://www.scribd.com/document/352273593/MEMO-In-Turnaround-Voters-See-Trump-Not-Democrats-Siding-with-Wealthy-Over-Regular-People,50313,79049,10/10/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,6/14/2017,6/18/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.054495,0,48,51,43.30529,50.89227,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49867,78357,6/19/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,6/15/2017,6/17/2017,Gallup,B-,1500,a,.1372235,0,39,55,40.22,53.18134,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49866,78356,6/18/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,6/14/2017,6/18/2017,Ipsos,A-,1567,a,.2126361,0,36.7,59.8,36.85164,58.82082,"",T,http://polling.reuters.com/#poll/CP3_2/,49875,78374,6/21/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,6/16/2017,6/18/2017,Gallup,B-,1500,a,.1373264,0,38,56,39.22,54.18134,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49868,78358,6/19/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,6/15/2017,6/19/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.1697893,0,47,53,42.30529,52.89227,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49869,78359,6/20/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,6/15/2017,6/18/2017,CBS News,A-,1117,a,1.74851,0,36,57,37.11796,56.84001,"","",http://www.cbsnews.com/news/trumps-handling-of-russia-investigations-weighs-on-approval-ratings/,49870,78360,6/20/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,6/15/2017,6/19/2017,Ipsos,A-,1551,a,.2110351,0,36.7,59.5,36.85164,58.52082,"",T,http://polling.reuters.com/#poll/CP3_2/,49874,78373,6/21/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,6/15/2017,6/19/2017,Morning Consult,"",2051,rv,.6564198,0,44,52,40.13889,55.1742,"","",https://morningconsult.com/wp-content/uploads/2017/06/170604_crosstabs_Politico_v1_TB-1.pdf,49881,78381,6/21/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,6/14/2017,6/19/2017,Kaiser Family Foundation,"",1208,a,1.573681,0,40,56,40.56626,54.53758,"","",http://files.kff.org/attachment/Topline-Kaiser-Health-Tracking-Poll-June-2017-ACA-Replacement-Plan-and-Medicaid,49887,78389,6/23/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,6/16/2017,6/20/2017,Ipsos,A-,1544,a,.2104532,0,37.6,58.6,37.75164,57.62082,"",T,http://polling.reuters.com/#poll/CP3_2/,49895,78398,6/26/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,6/17/2017,6/19/2017,Gallup,B-,1500,a,.1374297,0,37,57,38.22,55.18134,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49872,78363,6/20/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,6/17/2017,6/20/2017,American Research Group,C+,1100,a,1.095273,0,37,59,38.70758,56.80676,"","",http://americanresearchgroup.com/economy/,49882,78382,6/21/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,6/17/2017,6/21/2017,Ipsos,A-,1533,a,.209256,0,39.2,57,39.35164,56.02082,"",T,http://polling.reuters.com/#poll/CP3_2/,49894,78397,6/26/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,6/18/2017,6/20/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.1008242,0,45,55,40.30529,54.89227,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49873,78364,6/21/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,6/16/2017,6/22/2017,SurveyMonkey,C-,13657,a,.4973097,0,43,54,41.15891,52.45781,"","",https://drive.google.com/file/d/0BztOs71zt1WpNkVjVmZKNnhUaUE/view,49890,78392,6/23/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,6/18/2017,6/20/2017,YouGov,B,1500,a,.883136,0,40,49,40.65189,51.51404,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/b6o1y15enn/econTabReport.pdf,49878,78379,6/21/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,6/17/2017,6/20/2017,NBC News/Wall Street Journal,A-,900,a,1.411145,0,40,55,39.62915,55.76636,"","",http://msnbcmedia.msn.com/i/TODAY/z_Creative/17255%20NBCWSJJunePoll.pdf,49885,78386,6/22/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,6/18/2017,6/20/2017,Gallup,B-,1500,a,.1375333,0,37,58,38.22,56.18134,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49880,78380,6/21/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,6/19/2017,6/21/2017,Harris Interactive,C-,2237,rv,1.132717,0,48,52,44.84103,51.49402,"","",http://thehill.com/homenews/administration/339215-poll-trump-approval-rating-rebounds,49889,78391,6/23/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,6/18/2017,6/22/2017,Ipsos,A-,1561,a,.2133576,0,38.7,56.2,38.85164,55.22082,"",T,http://polling.reuters.com/#poll/CP3_2/,49893,78396,6/26/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,6/19/2017,6/21/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.1044082,0,46,54,41.30529,53.89227,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49883,78384,6/22/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,6/19/2017,6/21/2017,Gallup,B-,1500,a,.1376372,0,39,56,40.22,54.18134,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49884,78385,6/22/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,6/19/2017,6/23/2017,Ipsos,A-,1589,a,.2174811,0,37,56.7,37.15164,55.72082,"",T,http://polling.reuters.com/#poll/CP3_2/,49903,78420,6/27/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,6/20/2017,6/22/2017,Gallup,B-,1500,a,.1378245,0,42,54,43.22,52.18134,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49888,78390,6/23/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,6/20/2017,6/22/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.1066359,0,46,54,41.30529,53.89227,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49886,78388,6/23/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,6/20/2017,6/24/2017,Ipsos,A-,1580,a,.2165596,0,35.9,57.2,36.05164,56.22082,"",T,http://polling.reuters.com/#poll/CP3_2/,49902,78419,6/27/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,6/21/2017,6/23/2017,Gallup,B-,1500,a,.1380341,0,39,55,40.22,53.18134,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49891,78394,6/24/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,6/21/2017,6/25/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.0669585,0,47,53,42.30529,52.89227,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49896,78405,6/26/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,6/21/2017,6/25/2017,Marist College,A,1205,a,2.181592,0,37,51,37.90203,52.23427,"","",http://maristpoll.marist.edu/wp-content/misc/usapolls/us170621_PBS_NPR/NPR_PBS%20NewsHour_Marist%20Poll_National%20Nature%20of%20the%20Sample%20and%20Tables_Trump_Congress_Health%20Care_June%202017.pdf#page=3,49907,78425,6/28/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,6/22/2017,6/24/2017,Morning Consult,"",1994,rv,.7259656,0,45,51,41.13889,54.1742,"","",http://www.politico.com/f/?id=0000015c-eab8-d0dd-ad5e-febabb7b0001,49905,78422,6/28/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,6/21/2017,6/25/2017,Ipsos,A-,1576,a,.2163213,0,35.9,56.9,36.05164,55.92082,"",T,http://polling.reuters.com/#poll/CP3_2/,49901,78418,6/27/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,6/22/2017,6/24/2017,Gallup,B-,1500,a,.1386738,0,38,57,39.22,55.18134,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49892,78395,6/25/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,6/22/2017,6/26/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.2048469,0,46,54,41.30529,53.89227,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49898,78407,6/27/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,6/23/2017,6/25/2017,Gallup,B-,1500,a,.1394413,0,36,58,37.22,56.18134,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49897,78406,6/26/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,6/22/2017,6/26/2017,Ipsos,A-,1587,a,.2180899,0,34.4,58.2,34.55164,57.22082,"",T,http://polling.reuters.com/#poll/CP3_2/,49900,78417,6/27/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,6/22/2017,6/27/2017,Quinnipiac University,A-,1212,rv,1.809582,0,40,55,41.82998,53.52622,"","",https://poll.qu.edu/national/release-detail?ReleaseID=2471,49915,78438,6/29/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,6/24/2017,6/26/2017,Gallup,B-,1500,a,.1399756,0,39,57,40.22,55.18134,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49899,78408,6/27/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,6/23/2017,6/27/2017,Ipsos,A-,1621,a,.2229457,0,35.4,58.1,35.55164,57.12082,"",T,http://polling.reuters.com/#poll/CP3_2/,49920,78443,6/30/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,6/23/2017,6/29/2017,IBD/TIPP,A-,900,a,1.46998,0,37,58,38.73806,56.70178,"","",http://www.investors.com/politics/ibdtipp-poll-presidential-approval-direction-of-country/,49933,78464,7/5/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,6/24/2017,6/28/2017,Ipsos,A-,1623,a,.223314,0,36.2,57.6,36.35164,56.62082,"",T,http://polling.reuters.com/#poll/CP3_2/,49922,78451,6/30/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,6/25/2017,6/27/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.1175303,0,46,54,41.30529,53.89227,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49904,78421,6/28/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,6/23/2017,6/29/2017,SurveyMonkey,C-,10945,a,.4375366,0,41,56,39.15891,54.45781,"","",https://drive.google.com/file/d/0BztOs71zt1WpZkZjNjhOWUpaVzA/view,49923,78452,6/30/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,6/24/2017,6/27/2017,Suffolk University,B+,1000,rv,1.41068,0,42,53,41.35204,53.98727,"","",http://www.suffolk.edu/documents/SUPRC/FINAL_June_national_crosstabs_6-28.pdf,49914,78437,6/29/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,6/25/2017,6/27/2017,YouGov,B,1500,a,.8974029,0,39,51,39.65189,53.51404,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/p97ezf7wcq/econTabReport.pdf,49906,78423,6/28/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,6/25/2017,6/27/2017,Gallup,B-,1500,a,.1405145,0,39,56,40.22,54.18134,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49911,78430,6/28/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,6/25/2017,6/27/2017,Fox News,A,1017,rv,1.715898,0,44,50,42.84176,51.0569,"","",http://www.foxnews.com/politics/interactive/2017/06/28/fox-news-poll-june-28-2017.html,49912,78435,6/28/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,6/26/2017,6/28/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.1193021,0,45,55,40.30529,54.89227,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49913,78436,6/29/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,6/26/2017,6/28/2017,Gallup,B-,1500,a,.1410583,0,40,56,41.22,54.18134,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49916,78439,6/29/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,6/25/2017,6/29/2017,Ipsos,A-,1592,a,.2190671,0,36.6,56.6,36.75164,55.62082,"",T,http://polling.reuters.com/#poll/CP3_2/,49921,78450,6/30/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,6/26/2017,6/30/2017,Ipsos,A-,1660,a,.2283683,0,37.6,56.2,37.75164,55.22082,"",T,http://polling.reuters.com/#poll/CP3_2/,49938,78474,7/5/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,6/27/2017,6/29/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.1207179,0,46,54,41.30529,53.89227,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49918,78441,6/30/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,6/27/2017,6/29/2017,Gallup,B-,1500,a,.1416069,0,38,57,39.22,55.18134,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49919,78442,6/30/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,6/27/2017,7/1/2017,Ipsos,A-,1659,a,.2281987,0,38.7,54.7,38.85164,53.72082,"",T,http://polling.reuters.com/#poll/CP3_2/,49937,78473,7/5/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,6/28/2017,6/30/2017,Gallup,B-,1500,a,.1421605,0,38,57,39.22,55.18134,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49924,78454,7/1/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,6/28/2017,7/2/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.0737573,0,44,56,39.30529,55.89227,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49926,78456,7/3/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,6/28/2017,7/2/2017,Ipsos,A-,1614,a,.2220256,0,38.1,54.9,38.25164,53.92082,"",T,http://polling.reuters.com/#poll/CP3_2/,49936,78472,7/5/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,6/29/2017,7/1/2017,Gallup,B-,1500,a,.142719,0,37,57,38.22,55.18134,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49925,78455,7/2/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,6/30/2017,7/2/2017,Gallup,B-,1500,a,.1438055,0,39,56,40.22,54.18134,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49927,78457,7/3/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,6/29/2017,7/3/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.2953032,0,44,56,39.30529,55.89227,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49928,78458,7/4/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,6/29/2017,7/3/2017,Ipsos,A-,1558,a,.2143796,0,38.3,54.8,38.45164,53.82082,"",T,http://polling.reuters.com/#poll/CP3_2/,49935,78471,7/5/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,7/1/2017,7/3/2017,Gallup,B-,1500,a,.1450515,0,37,57,38.22,55.18134,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49929,78459,7/4/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,6/30/2017,7/4/2017,Ipsos,A-,1600,a,.2202195,0,37.8,56.8,37.95164,55.82082,"",T,http://polling.reuters.com/#poll/CP3_2/,49934,78470,7/5/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,7/1/2017,7/5/2017,Ipsos,A-,1535,a,.2113574,0,38.1,57.1,38.25164,56.12082,"",T,http://polling.reuters.com/#poll/CP3_2/,49946,78489,7/7/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,6/30/2017,7/6/2017,SurveyMonkey,C-,12338,a,.479617,0,43,55,41.15891,53.45781,"","",https://drive.google.com/file/d/0BztOs71zt1WpMTFFTERHcW9Wc1U/view,49944,78486,7/7/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,7/2/2017,7/6/2017,Ipsos,A-,1554,a,.2140351,0,38,57.8,38.15164,56.82082,"",T,http://polling.reuters.com/#poll/CP3_2/,49945,78488,7/7/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,7/3/2017,7/5/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.1272534,0,44,56,39.30529,55.89227,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49939,78480,7/6/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,7/3/2017,7/4/2017,YouGov,B,1500,a,.8765116,0,38,52,38.65189,54.51404,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/o8w3rbul29/econTabReport.pdf,49931,78461,7/5/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,7/2/2017,7/5/2017,Gallup,B-,1500,a,.1092872,0,37,57,38.22,55.18134,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49940,78481,7/6/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,7/4/2017,7/6/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.1277387,0,45,55,40.30529,54.89227,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49942,78484,7/7/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,7/3/2017,7/6/2017,Gallup,B-,1500,a,.2175772,0,37,57,38.22,55.18134,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49943,78485,7/7/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,7/3/2017,7/7/2017,Ipsos,A-,1563,a,.2152872,0,39.2,57.1,39.35164,56.12082,"",T,http://polling.reuters.com/#poll/CP3_2/,49956,78511,7/11/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,7/4/2017,7/8/2017,Ipsos,A-,1581,a,.2176483,0,39.8,56.3,39.95164,55.32082,"",T,http://polling.reuters.com/#poll/CP3_2/,49955,78510,7/11/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,7/5/2017,7/7/2017,Gallup,B-,1500,a,.1450515,0,38,56,39.22,54.18134,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49947,78494,7/8/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,7/5/2017,7/9/2017,Ipsos,A-,1568,a,.2155905,0,39.3,56.9,39.45164,55.92082,"",T,http://polling.reuters.com/#poll/CP3_2/,49954,78509,7/11/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,7/6/2017,7/8/2017,Gallup,B-,1500,a,.1450515,0,39,56,40.22,54.18134,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49948,78495,7/9/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,7/5/2017,7/9/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.0767302,0,45,55,40.30529,54.89227,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49949,78496,7/10/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,7/6/2017,7/10/2017,Ipsos,A-,1560,a,.2140603,0,39.6,56.8,39.75164,55.82082,"",T,http://polling.reuters.com/#poll/CP3_2/,49953,78508,7/11/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,7/6/2017,7/10/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.2286868,0,45,55,40.30529,54.89227,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49951,78498,7/11/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,7/7/2017,7/9/2017,Morning Consult,"",1983,rv,.6890422,0,46,50,42.13889,53.1742,"","",https://morningconsult.com/wp-content/uploads/2017/07/170701_crosstabs_Politico_v1_AP-1-1.pdf,49960,78516,7/12/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,7/7/2017,7/9/2017,Gallup,B-,1500,a,.1450515,0,39,56,40.22,54.18134,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49950,78497,7/10/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,7/5/2017,7/10/2017,Kaiser Family Foundation,"",1208,a,1.561515,0,38,57,38.56626,55.53758,"","",http://files.kff.org/attachment/Topline-Kaiser-Health-Tracking%20Poll%E2%80%93July-2017-Whats-Next-for-Republican-ACA-Repeal-and-Replacement-Plan-Efforts,49968,78530,7/14/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,7/7/2017,7/11/2017,Ipsos,A-,1534,a,.2099144,0,39.9,56.2,40.05164,55.22082,"",T,http://polling.reuters.com/#poll/CP3_2/,49967,78526,7/14/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,7/8/2017,7/10/2017,Gallup,B-,1500,a,.1450515,0,40,55,41.22,53.18134,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49952,78499,7/11/2017,23:37:18  5 Jan 2018
