date,position,city,state,endorser,endorsee,endorser party,source,order,category,body,district,points
,representative,,OR,Kurt Schrader,,D,,,Representatives,,5,3
,representative,,OR,Peter DeFazio,,D,,,Representatives,,4,3
,representative,,OR,Earl Blumenauer,,D,,,Representatives,,3,3
,representative,,OR,Suzanne Bonamici,,D,,,Representatives,,1,3
,representative,,OK,Kendra Horn,,D,,,Representatives,,5,3
,representative,,OH,Marcia L. Fudge,,D,,,Representatives,,11,3
,representative,,OH,Marcy Kaptur,,D,,,Representatives,,9,3
,representative,,OH,Joyce Beatty,,D,,,Representatives,,3,3
,representative,,NY,Brian Higgins,,D,,,Representatives,,26,3
,representative,,NY,Joseph D. Morelle,,D,,,Representatives,,25,3
,representative,,NY,Anthony Brindisi,,D,,,Representatives,,22,3
,representative,,NY,Paul D. Tonko,,D,,,Representatives,,20,3
,representative,,NY,Antonio Delgado,,D,,,Representatives,,19,3
,representative,,NY,Nita Lowey,,D,,,Representatives,,17,3
,representative,,NY,Eliot Engel,,D,,,Representatives,,16,3
,representative,,NY,José E. Serrano,,D,,,Representatives,,15,3
,representative,,NY,Alexandria Ocasio-Cortez,,D,,,Representatives,,14,3
,representative,,NY,Adriano Espaillat,,D,,,Representatives,,13,3
,representative,,NY,Max N. Rose,,D,,,Representatives,,11,3
,representative,,NY,Jerrold Nadler,,D,,,Representatives,,10,3
,representative,,NY,Yvette D. Clarke,,D,,,Representatives,,9,3
,representative,,NY,Hakeem Jeffries,,D,,,Representatives,,8,3
,representative,,NY,Nydia M. Velázquez,,D,,,Representatives,,7,3
,representative,,NY,Grace Meng,,D,,,Representatives,,6,3
,representative,,NY,Gregory W. Meeks,,D,,,Representatives,,5,3
,representative,,NV,Steven A. Horsford,,D,,,Representatives,,4,3
,representative,,NV,Susie Lee,,D,,,Representatives,,3,3
,representative,,NV,Dina Titus,,D,,,Representatives,,1,3
,representative,,NM,Ben R. Lujan,,D,,,Representatives,,3,3
,representative,,NM,Xochitl Torres Small,,D,,,Representatives,,2,3
,representative,,NM,Debra A. Haaland,,D,,,Representatives,,1,3
,representative,,NH,Ann Kuster,,D,,,Representatives,,2,3
,representative,,NH,Chris Pappas,,D,,,Representatives,,1,3
,representative,,NC,Alma Adams,,D,,,Representatives,,12,3
,representative,,NC,David Price,,D,,,Representatives,,4,3
,representative,,NC,G.K. Butterfield,,D,,,Representatives,,1,3
,representative,,MS,Bennie G. Thompson,,D,,,Representatives,,2,3
,delegate,,MP,Gregorio Kilili Camacho Sablan,,D,,,Representatives,,0,3
,representative,,MO,Emanuel Cleaver,,D,,,Representatives,,5,3
,representative,,MO,"William ""Lacy"" Clay Jr.",,D,,,Representatives,,1,3
,representative,,MN,Collin C. Peterson,,D,,,Representatives,,7,3
,representative,,MN,Ilhan Omar,,D,,,Representatives,,5,3
,representative,,MN,Betty McCollum,,D,,,Representatives,,4,3
,representative,,MI,Brenda Lawrence,,D,,,Representatives,,14,3
,representative,,MI,Rashida Tlaib,,D,,,Representatives,,13,3
,representative,,MI,Debbie Dingell,,D,,,Representatives,,12,3
,representative,,MI,Haley Stevens,,D,,,Representatives,,11,3
,representative,,MI,Andy Levin,,D,,,Representatives,,9,3
,representative,,MI,Elissa Slotkin,,D,,,Representatives,,8,3
,representative,,MI,Daniel Kildee,,D,,,Representatives,,5,3
,representative,,ME,Jared Golden,,D,,,Representatives,,2,3
,representative,,ME,Chellie Pingree,,D,,,Representatives,,1,3
,representative,,MD,Jamie Raskin,,D,,,Representatives,,8,3
,representative,,MD,Elijah Cummings,,D,,,Representatives,,7,3
,representative,,MD,Anthony Brown,,D,,,Representatives,,4,3
,representative,,MD,John P. Sarbanes,,D,,,Representatives,,3,3
,representative,,MD,C. A. Dutch Ruppersberger,,D,,,Representatives,,2,3
,representative,,MA,William Keating,,D,,,Representatives,,9,3
,representative,,MA,Ayanna Pressley,,D,,,Representatives,,7,3
,representative,,MA,Seth Moulton,,D,,,Representatives,,6,3
,representative,,MA,Katherine Clark,,D,,,Representatives,,5,3
,representative,,MA,Richard E. Neal,,D,,,Representatives,,1,3
,representative,,KY,John A. Yarmuth,,D,,,Representatives,,3,3
,representative,,KS,Sharice Davids,,D,,,Representatives,,3,3
,representative,,IN,André Carson,,D,,,Representatives,,7,3
,representative,,IN,Peter Visclosky,,D,,,Representatives,,1,3
,representative,,IL,Cheri Bustos,,D,,,Representatives,,17,3
,representative,,IL,Lauren Underwood,,D,,,Representatives,,14,3
,representative,,IL,Bill Foster,,D,,,Representatives,,11,3
,representative,,IL,Bradley Schneider,,D,,,Representatives,,10,3
,representative,,IL,Jan Schakowsky,,D,,,Representatives,,9,3
,representative,,IL,Raja Krishnamoorthi,,D,,,Representatives,,8,3
,representative,,IL,Danny K. Davis,,D,,,Representatives,,7,3
,representative,,IL,Sean Casten,,D,,,Representatives,,6,3
,representative,,IL,Mike Quigley,,D,,,Representatives,,5,3
,representative,,IL,"Jesus ""Chuy"" Garcia",,D,,,Representatives,,4,3
,representative,,IL,Daniel Lipinski,,D,,,Representatives,,3,3
,representative,,IL,Robin Kelly,,D,,,Representatives,,2,3
,representative,,IL,Bobby L. Rush,,D,,,Representatives,,1,3
,representative,,IA,Cindy Axne,,D,,,Representatives,,3,3
,representative,,IA,David Loebsack,,D,,,Representatives,,2,3
,representative,,IA,Abby Finkenauer,,D,,,Representatives,,1,3
,representative,,HI,Ed Case,,D,,,Representatives,,1,3
,delegate,,GU,Michael San Nicolas,,D,,,Representatives,,0,3
,representative,,GA,David Scott,,D,,,Representatives,,13,3
,representative,,GA,Lucy McBath,,D,,,Representatives,,6,3
,representative,,GA,John Lewis,,D,,,Representatives,,5,3
,representative,,GA,Hank Johnson,,D,,,Representatives,,4,3
,representative,,GA,Sanford D. Bishop Jr.,,D,,,Representatives,,2,3
,representative,,FL,Donna Shalala,,D,,,Representatives,,27,3
,representative,,FL,Debbie Mucarsel-Powell,,D,,,Representatives,,26,3
,representative,,FL,Frederica Wilson,,D,,,Representatives,,24,3
,representative,,FL,Ted Deutch,,D,,,Representatives,,22,3
,representative,,FL,Lois Frankel,,D,,,Representatives,,21,3
,representative,,FL,Alcee L. Hastings,,D,,,Representatives,,20,3
,representative,,FL,Kathy Castor,,D,,,Representatives,,14,3
,representative,,FL,Charlie Crist,,D,,,Representatives,,13,3
,representative,,FL,Val Demings,,D,,,Representatives,,10,3
,representative,,FL,Darren Soto,,D,,,Representatives,,9,3
,representative,,FL,Al Lawson,,D,,,Representatives,,5,3
,delegate,,DC,Eleanor Holmes Norton,,D,,,Representatives,,0,3
,representative,,CT,Jahana Hayes,,D,,,Representatives,,5,3
,representative,,CT,Jim Himes,,D,,,Representatives,,4,3
,representative,,CT,Rosa L. DeLauro,,D,,,Representatives,,3,3
,representative,,CT,Joe Courtney,,D,,,Representatives,,2,3
,representative,,CT,John B. Larson,,D,,,Representatives,,1,3
,representative,,CO,Ed Perlmutter,,D,,,Representatives,,7,3
,representative,,CO,Jason Crow,,D,,,Representatives,,6,3
,representative,,CO,Joe Neguse,,D,,,Representatives,,2,3
,representative,,CO,Diana DeGette,,D,,,Representatives,,1,3
,representative,,CA,Susan Davis,,D,,,Representatives,,53,3
,representative,,CA,Scott Peters,,D,,,Representatives,,52,3
,representative,,CA,Mike Levin,,D,,,Representatives,,49,3
,representative,,CA,Harley Rouda,,D,,,Representatives,,48,3
,representative,,CA,Alan Lowenthal,,D,,,Representatives,,47,3
,representative,,CA,J. Luis Correa,,D,,,Representatives,,46,3
,representative,,CA,Katie Porter,,D,,,Representatives,,45,3
,representative,,CA,Maxine Waters,,D,,,Representatives,,43,3
,representative,,CA,Mark Takano,,D,,,Representatives,,41,3
,representative,,CA,Lucille Roybal-Allard,,D,,,Representatives,,40,3
,representative,,CA,Gil Cisneros,,D,,,Representatives,,39,3
,representative,,CA,Linda Sánchez,,D,,,Representatives,,38,3
,representative,,CA,Karen Bass,,D,,,Representatives,,37,3
,representative,,CA,Raul Ruiz,,D,,,Representatives,,36,3
,representative,,CA,Norma Torres,,D,,,Representatives,,35,3
,representative,,CA,Jimmy Gomez,,D,,,Representatives,,34,3
,representative,,CA,Grace Napolitano,,D,,,Representatives,,32,3
,representative,,CA,Pete Aguilar,,D,,,Representatives,,31,3
,representative,,CA,Brad Sherman,,D,,,Representatives,,30,3
,representative,,CA,Tony Cárdenas,,D,,,Representatives,,29,3
,representative,,CA,Adam Schiff,,D,,,Representatives,,28,3
,representative,,CA,Judy Chu,,D,,,Representatives,,27,3
,representative,,CA,Salud Carbajal,,D,,,Representatives,,24,3
,representative,,CA,TJ Cox,,D,,,Representatives,,21,3
,representative,,CA,Jimmy Panetta,,D,,,Representatives,,20,3
,representative,,CA,Zoe Lofgren,,D,,,Representatives,,19,3
,representative,,CA,Anna G. Eshoo,,D,,,Representatives,,18,3
,representative,,CA,Jim Costa,,D,,,Representatives,,16,3
,representative,,CA,Jackie Speier,,D,,,Representatives,,14,3
,representative,,CA,Mark DeSaulnier,,D,,,Representatives,,11,3
,representative,,CA,Josh Harder,,D,,,Representatives,,10,3
,representative,,CA,Jerry McNerney,,D,,,Representatives,,9,3
,representative,,CA,Ami Bera,,D,,,Representatives,,7,3
,representative,,CA,Doris O. Matsui,,D,,,Representatives,,6,3
,representative,,CA,Mike Thompson,,D,,,Representatives,,5,3
,representative,,CA,John Garamendi,,D,,,Representatives,,3,3
,representative,,CA,Jared Huffman,,D,,,Representatives,,2,3
,representative,,AZ,Greg Stanton,,D,,,Representatives,,9,3
,representative,,AZ,Raul Grijalva,,D,,,Representatives,,3,3
,representative,,AZ,Ann Kirkpatrick,,D,,,Representatives,,2,3
,representative,,AZ,Tom O'Halleran,,D,,,Representatives,,1,3
,representative,,AL,Terri A. Sewell,,D,,,Representatives,,7,3
,mayor,Cincinnati,OH,John Cranley,,D,,66,Mayors,,,3
,mayor,Riverside,CA,Rusty Bailey,,,,64,Mayors,,,3
,mayor,Pittsburgh,PA,Bill Peduto,,D,,62,Mayors,,,3
,mayor,Henderson,NV,Debra March,,D,,61,Mayors,,,3
,mayor,St. Paul,MN,Melvin Carter,,D,,60,Mayors,,,3
,mayor,St. Louis,MO,Lyda Krewson,,D,,59,Mayors,,,3
,mayor,Stockton,CA,Michael D. Tubbs,,D,,58,Mayors,,,3
,mayor,Lexington,KY,Linda Gorton,,,,57,Mayors,,,3
,mayor,Santa Ana,CA,Miguel A. Pulido,,D,,56,Mayors,,,3
,mayor,Honolulu,HI,Kirk Caldwell,,D,,54,Mayors,,,3
,mayor,Tampa,FL,Jane Castor,,D,,51,Mayors,,,3
,mayor,Cleveland,OH,Frank G. Jackson,,D,,50,Mayors,,,3
,mayor,New Orleans,LA,LaToya Cantrell,,D,,48,Mayors,,,3
,mayor,Raleigh,NC,Nancy McFarlane,,D,,40,Mayors,,,3
,mayor,Atlanta,GA,Keisha Lance Bottoms,,D,,37,Mayors,,,3
,mayor,Kansas City,MO,Sly James,,D,,36,Mayors,,,3
,mayor,Tucson,AZ,Jonathan Rothschild,,D,,32,Mayors,,,3
,mayor,Albuquerque,NM,Tim Keller,,D,,31,Mayors,,,3
,mayor,Milwaukee,WI,Tom Barrett,,D,,30,Mayors,,,3
,mayor,Baltimore,MD,"Bernard C. ""Jack"" Young",,D,,29,Mayors,,,3
,mayor,Louisville,KY,Greg Fischer,,D,,28,Mayors,,,3
,mayor,Las Vegas,NV,Carolyn Goodman,,"",,27,Mayors,,,3
,mayor,Portland,OR,Ted Wheeler,,D,,25,Mayors,,,3
,mayor,Memphis,TN,Jim Strickland,,D,,24,Mayors,,,3
,mayor,Nashville,TN,David Briley,,D,,23,Mayors,,,3
,mayor,Detroit,MI,Mike Duggan,,D,,22,Mayors,,,3
,mayor,Boston,MA,Marty Walsh,,D,,20,Mayors,,,3
,mayor,Seattle,WA,Jenny Durkan,,D,,18,Mayors,,,3
,mayor,Charlotte,NC,Vi Lyles,,D,,17,Mayors,,,3
,mayor,Indianapolis,IN,Joe Hogsett,,D,,16,Mayors,,,3
,mayor,Columbus,OH,Andrew Ginther,,D,,14,Mayors,,,3
,mayor,Philadelphia,PA,James F. Kenney,,D,,6,Mayors,,,3
,mayor,Phoenix,AZ,Kate Gallego,,D,,5,Mayors,,,3
,mayor,Houston,TX,Sylvester Turner,,D,,4,Mayors,,,3
,mayor,Chicago,IL,Lori Lightfoot,,D,,3,Mayors,,,3
,mayor,Los Angeles,CA,Eric Garcetti,,D,,2,Mayors,,,3
,past vice-presidential nominee,,CT,Joe Lieberman,,D,,6,Past nominees,,,5
,past vice-presidential nominee,,NC,John Edwards,,D,,5,Past nominees,,,5
,past presidential nominee,,MA,John Kerry,,D,,4,Past nominees,,,5
,past presidential nominee,,NY,Hillary Clinton,,D,,1,Past nominees,,,5
,former DNC chair,,VT,Howard Dean,,D,,,Former party leaders,,,5
,former DNC chair,,VA,Terry McAuliffe,,D,,,Former party leaders,,,5
,former DNC chair,,SC,Donald Fowler,,D,,,Former party leaders,,,5
,former DNC chair,,OH,David Wilhelm,,D,,,Former party leaders,,,5
,former U.S. Senate majority leader,,NY,George Mitchell,,D,,,Former party leaders,,,5
,former U.S. Senate majority leader,,NV,Harry Reid,,D,,,Former party leaders,,,5
,former DNC chair,,NM,Fred Harris,,D,,,Former party leaders,,,5
,former U.S. House majority leader,,MO,Richard Gephardt,,D,,,Former party leaders,,,5
,former U.S. House Democratic whip,,MI,David Bonior,,D,,,Former party leaders,,,5
,former DNC chair,,MD,Joe Andrew,,D,,,Former party leaders,,,5
,former DNC chair,,MA,Paul Kirk,,D,,,Former party leaders,,,5
,former DNC chair,,MA,Debra DeLee,,D,,,Former party leaders,,,5
,former DNC chair,,FL,Debbie Wasserman Schultz,,D,,,Former party leaders,,,5
,former DNC chair,,FL,Kenneth Curtis,,D,,,Former party leaders,,,5
,former U.S. House Democratic whip,,DE,Tony Coelho,,D,,,Former party leaders,,,5
,former DNC chair,,DC,Donna Brazile,,D,,,Former party leaders,,,5
,former DNC chair,,CT,Chris Dodd,,D,,,Former party leaders,,,5
,former DNC chair,,CO,Roy Romer,,D,,,Former party leaders,,,5
,senator,,WV,Joe Manchin III,,D,,,Senators,,,6
,senator,,WI,Tammy Baldwin,,D,,,Senators,,,6
,senator,,WA,Patty Murray,,D,,,Senators,,,6
,senator,,WA,Maria Cantwell,,D,,,Senators,,,6
,senator,,VA,Mark R. Warner,,D,,,Senators,,,6
,senator,,VA,Tim Kaine,,D,,,Senators,,,6
,senator,,RI,Sheldon Whitehouse,,D,,,Senators,,,6
,senator,,RI,Jack Reed,,D,,,Senators,,,6
,senator,,OR,Ron Wyden,,D,,,Senators,,,6
,senator,,OR,Jeff Merkley,,D,,,Senators,,,6
,senator,,OH,Sherrod Brown,,D,,,Senators,,,6
,senator,,NV,Jacky Rosen,,D,,,Senators,,,6
,senator,,NV,Catherine Cortez Masto,,D,,,Senators,,,6
,senator,,NM,Tom Udall,,D,,,Senators,,,6
,senator,,NM,Martin Heinrich,,D,,,Senators,,,6
,senator,,NH,Jeanne Shaheen,,D,,,Senators,,,6
,senator,,NH,Margaret Wood Hassan,,D,,,Senators,,,6
,senator,,MT,Jon Tester,,D,,,Senators,,,6
,senator,,MI,Debbie Stabenow,,D,,,Senators,,,6
,senator,,MI,Gary C. Peters,,D,,,Senators,,,6
,senator,,ME,Angus S. King Jr.,,I,,,Senators,,,6
,senator,,MD,Chris Van Hollen,,D,,,Senators,,,6
,senator,,MD,Benjamin L. Cardin,,D,,,Senators,,,6
,senator,,IL,Tammy Duckworth,,D,,,Senators,,,6
,senator,,HI,Brian Schatz,,D,,,Senators,,,6
,senator,,HI,Mazie K. Hirono,,D,,,Senators,,,6
,senator,,CT,Christopher Murphy,,D,,,Senators,,,6
,senator,,CT,Richard Blumenthal,,D,,,Senators,,,6
,senator,,CO,Michael F. Bennet,,D,,,Senators,,,6
,senator,,AZ,Kyrsten Sinema,,D,,,Senators,,,6
,governor,,WI,Tony Evers,,D,,,Governors,,,8
,governor,,VI,Albert Bryan Jr,,D,,,Governors,,,8
,governor,,VA,Ralph Northam,,D,,,Governors,,,8
,governor,,RI,Gina Raimondo,,D,,,Governors,,,8
,governor,,PR,Ricardo Rosselló,,NPP,,,Governors,,,8
,governor,,PA,Tom Wolf,,D,,,Governors,,,8
,governor,,OR,Kate Brown,,D,,,Governors,,,8
,governor,,NV,Steve Sisolak,,D,,,Governors,,,8
,governor,,NM,Michelle Lujan Grisham,,D,,,Governors,,,8
,governor,,NC,Roy Cooper,,D,,,Governors,,,8
,governor,,MI,Gretchen Whitmer,,D,,,Governors,,,8
,governor,,ME,Janet Mills,,D,,,Governors,,,8
,governor,,LA,John Bel Edwards,,D,,,Governors,,,8
,governor,,KS,Laura Kelly,,D,,,Governors,,,8
,governor,,IL,JB Pritzker,,D,,,Governors,,,8
,governor,,HI,David Ige,,D,,,Governors,,,8
,governor,,GU,Lou Leon Guerrero,,D,,,Governors,,,8
,mayor,,DC,Muriel Bowser,,D,,,Governors,,,8
,governor,,CT,Ned Lamont,,D,,,Governors,,,8
,governor,,CO,Jared Polis,,D,,,Governors,,,8
,governor,,AS,Lolo Matalasi Moliga,,D,,,Governors,,,8
,past vice president,,TN,Al Gore,,D,,,Past presidents and vice presidents,,,10
,past president,,NY,Bill Clinton,,D,,,Past presidents and vice presidents,,,10
,past president,,IL,Barack Obama,,D,,,Past presidents and vice presidents,,,10
,past president,,GA,Jimmy Carter,,D,,,Past presidents and vice presidents,,,10
,U.S. House Democratic whip,,SC,James E. Clyburn,,D,,,Current party leaders,,,10
,U.S. Senate minority leader,,NY,Charles E. Schumer,,D,,,Current party leaders,,,10
,DNC chair,,MD,Tom Perez,,D,,,Current party leaders,,,10
,U.S. House majority leader,,MD,Steny Hoyer,,D,,,Current party leaders,,,10
,U.S. Senate Democratic whip,,IL,Richard J. Durbin,,D,,,Current party leaders,,,10
,U.S. House speaker,,CA,Nancy Pelosi,,D,,,Current party leaders,,,10
,DNC member,,OH,Rhine McLin,,D,,,DNC members,,,1
,DNC member,,OH,David A. Pepper,,D,,,DNC members,,,1
,DNC member,,OH,Joe Rugola,,D,,,DNC members,,,1
,DNC member,,OK,Brian Jones,,D,,,DNC members,,,1
,DNC member,,OK,Anna Langthorn,,D,,,DNC members,,,1
,DNC member,,OK,Betty McElderry,,D,,,DNC members,,,1
,DNC member,,OK,David L. Walters,,D,,,DNC members,,,1
,DNC member,,OR,"Carla ""KC"" Hanson",,D,,,DNC members,,,1
,DNC member,,OR,Matt K. Keating,,D,,,DNC members,,,1
,DNC member,,OR,Peter B. Lee,,D,,,DNC members,,,1
,DNC member,,OR,Travis Nelson,,D,,,DNC members,,,1
,DNC member,,OR,Tanya Shively,,D,,,DNC members,,,1
,DNC member,,PA,Rick Bloomingdale,,D,,,DNC members,,,1
,DNC member,,PA,Ronald Donatucci,,D,,,DNC members,,,1
,DNC member,,PA,Peggy Grove,,D,,,DNC members,,,1
,DNC member,,PA,Murat Guzel,,D,,,DNC members,,,1
,DNC member,,PA,Gerald Lawrence,,D,,,DNC members,,,1
,DNC member,,PA,Nancy Patton Mills,,D,,,DNC members,,,1
,DNC member,,PA,Ian Murray,,D,,,DNC members,,,1
,DNC member,,PA,Evie Rafalko-McNulty,,D,,,DNC members,,,1
,DNC member,,PA,Sharif T. Street,,D,,,DNC members,,,1
,DNC member,,PA,Marian B. Tasco,,D,,,DNC members,,,1
,DNC member,,PA,Sylvia C. Wilson,,D,,,DNC members,,,1
,DNC member,,PR,Maria E. Melendez Altieri,,D,,,DNC members,,,1
,DNC member,,PR,Luis D. Davila,,D,,,DNC members,,,1
,DNC member,,PR,Andres Lopez,,D,,,DNC members,,,1
,DNC member,,PR,Margarita Nolasco,,D,,,DNC members,,,1
,DNC member,,PR,Manuel Ortiz,,D,,,DNC members,,,1
,DNC member,,PR,Charles A. Rodriguez,,D,,,DNC members,,,1
,DNC member,,PR,Johanne M. Velez,,D,,,DNC members,,,1
,DNC member,,RI,Grace Diaz,,D,,,DNC members,,,1
,DNC member,,RI,Edna O'Neill Mattson,,D,,,DNC members,,,1
,DNC member,,RI,Joseph M. McNamara,,D,,,DNC members,,,1
,DNC member,,RI,Joseph R. Paolino Jr.,,D,,,DNC members,,,1
,DNC member,,SC,Gilda Cobb-Hunter,,D,,,DNC members,,,1
,DNC member,,SC,Carol K. Fowler,,D,,,DNC members,,,1
,DNC member,,SC,Jaime R. Harrison,,D,,,DNC members,,,1
,DNC member,,SC,Lessie Price,,D,,,DNC members,,,1
,DNC member,,SC,Travis Robertson Jr.,,D,,,DNC members,,,1
,DNC member,,SD,Deb J. Knecht,,D,,,DNC members,,,1
,DNC member,,SD,Joe Lowe,,D,,,DNC members,,,1
,DNC member,,SD,Ann Tornberg,,D,,,DNC members,,,1
,DNC member,,SD,Bill E. Walsh,,D,,,DNC members,,,1
,DNC member,,TN,Gale Jones Carson,,D,,,DNC members,,,1
,DNC member,,TN,Will T. Cheek,,D,,,DNC members,,,1
,DNC member,,TN,Robert H. Cowan,,D,,,DNC members,,,1
,DNC member,,TN,Mary Mancini,,D,,,DNC members,,,1
,DNC member,,TN,William Owen,,D,,,DNC members,,,1
,DNC member,,TN,Marisa Richmond,,D,,,DNC members,,,1
,DNC member,,TX,Carla Brailey,,D,,,DNC members,,,1
,DNC member,,TX,Yvonne Davis,,D,,,DNC members,,,1
,DNC member,,TX,AJ Durrani,,D,,,DNC members,,,1
,DNC member,,TX,Gilberto Hinojosa,,D,,,DNC members,,,1
,DNC member,,TX,Kat Hoang,,D,,,DNC members,,,1
,DNC member,,TX,Eric Johnson,,D,,,DNC members,,,1
,DNC member,,TX,Glen Maxey,,D,,,DNC members,,,1
,DNC member,,TX,Lorraine C. Miller,,D,,,DNC members,,,1
,DNC member,,TX,John B. Patrick,,D,,,DNC members,,,1
,DNC member,,TX,Hasmit R. Popat,,D,,,DNC members,,,1
,DNC member,,TX,Betty Z. Richie,,D,,,DNC members,,,1
,DNC member,,TX,Jose R. Rodriguez,,D,,,DNC members,,,1
,DNC member,,TX,Dennis D. Speight,,D,,,DNC members,,,1
,DNC member,,TX,Jere Talley,,D,,,DNC members,,,1
,DNC member,,TX,Senfronia Thompson,,D,,,DNC members,,,1
,DNC member,,TX,Celina Vasquez,,D,,,DNC members,,,1
,DNC member,,TX,Royce B. West,,D,,,DNC members,,,1
,DNC member,,UT,Marcus Stevenson,,D,,,DNC members,,,1
,DNC member,,UT,Charles A. Stormont,,D,,,DNC members,,,1
,DNC member,,UT,Daisy Thomas,,D,,,DNC members,,,1
,DNC member,,UT,Jenny Wilson,,D,,,DNC members,,,1
,DNC member,,VA,Yohannes Abraham,,D,,,DNC members,,,1
,DNC member,,VA,Marc Broklawski,,D,,,DNC members,,,1
,DNC member,,VA,Steven C. Cochran,,D,,,DNC members,,,1
,DNC member,,VA,Doris Crouse-Mays,,D,,,DNC members,,,1
,DNC member,,VA,Morgan W. Jameson,,D,,,DNC members,,,1
,DNC member,,VA,Frank Leone,,D,,,DNC members,,,1
,DNC member,,VA,Christopher P. Lu,,D,,,DNC members,,,1
,DNC member,,VA,Leopoldo J. Martinez,,D,,,DNC members,,,1
,DNC member,,VA,Jennifer L. McClellan,,D,,,DNC members,,,1
,DNC member,,VA,Atima Omara,,D,,,DNC members,,,1
,DNC member,,VA,Susan R. Swecker,,D,,,DNC members,,,1
,DNC member,,VA,Yasmine P. Taeb,,D,,,DNC members,,,1
,DNC member,,VA,Jeion A. Ward,,D,,,DNC members,,,1
,DNC member,,VI,Cecil R. Benjamin,,D,,,DNC members,,,1
,DNC member,,VI,Carol M. Burke,,D,,,DNC members,,,1
,DNC member,,VI,Carla Joseph,,D,,,DNC members,,,1
,DNC member,,VI,Ernest Morris,,D,,,DNC members,,,1
,DNC member,,VT,Terje Anderson,,D,,,DNC members,,,1
,DNC member,,VT,Tim Jerman,,D,,,DNC members,,,1
,DNC member,,VT,Mary M. Sullivan,,D,,,DNC members,,,1
,DNC member,,VT,Tess Taylor,,D,,,DNC members,,,1
,DNC member,,WA,Ed S. Cote,,D,,,DNC members,,,1
,DNC member,,WA,David Green,,D,,,DNC members,,,1
,DNC member,,WA,Juanita G. Luiz,,D,,,DNC members,,,1
,DNC member,,WA,Sharon Mast,,D,,,DNC members,,,1
,DNC member,,WA,David T. McDonald,,D,,,DNC members,,,1
,DNC member,,WA,Nancy E. Monacelli,,D,,,DNC members,,,1
,DNC member,,WA,Tina Podlodowski,,D,,,DNC members,,,1
,DNC member,,WI,Janet T. Bewley,,D,,,DNC members,,,1
,DNC member,,WI,David Bowen,,D,,,DNC members,,,1
,DNC member,,WI,Martha K. Laning,,D,,,DNC members,,,1
,DNC member,,WI,Martha Marie Love,,D,,,DNC members,,,1
,DNC member,,WI,Mahlon Mitchell,,D,,,DNC members,,,1
,DNC member,,WI,Khary Penebaker,,D,,,DNC members,,,1
,DNC member,,WI,Andrew Werthmann,,D,,,DNC members,,,1
,DNC member,,WV,Belinda J. Biafore,,D,,,DNC members,,,1
,DNC member,,WV,Elaine A. Harris,,D,,,DNC members,,,1
,DNC member,,WV,William Laird,,D,,,DNC members,,,1
,DNC member,,WV,Pat Maroney,,D,,,DNC members,,,1
,DNC member,,WY,Joseph M. Barbuto,,D,,,DNC members,,,1
,DNC member,,WY,Jessica S. Chambers,,D,,,DNC members,,,1
,DNC member,,WY,Lucas Fralick,,D,,,DNC members,,,1
,DNC member,,WY,Erin O'Doherty,,D,,,DNC members,,,1
